title,genres,runtime,vote_average,vote_count,year
The Scenic Route,['Drama'],76.0,5.4,5.0,1978
"Run, Man, Run","['Action', 'Western']",120.0,5.1,8.0,1968
Brushfires,['Drama'],115.0,5.0,1.0,2004
Vääpeli Körmy ja vetenalaiset vehkeet,[],,3.7,3.0,1991
Armless,['Comedy'],86.0,3.0,1.0,2010
Life After People,"['TV Movie', 'Documentary']",94.0,6.9,24.0,2008
The Spaghetti West,['Documentary'],0.0,6.5,2.0,2005
Too Big to Fail,['Drama'],97.0,6.9,53.0,2011
The Bishop Murder Case,['Mystery'],88.0,3.6,4.0,1930
An Unexpected Love,"['Drama', 'TV Movie']",90.0,6.3,4.0,2003
Girl Play,['Comedy'],80.0,5.6,5.0,2004
Pekko ja Unissakävelijä,[],0.0,5.5,2.0,1997
The Pelican Man,[],90.0,5.5,2.0,2004
Train of Shadows,['Drama'],88.0,7.7,3.0,1997
Shoppen,"['Comedy', 'Drama']",91.0,5.9,8.0,2007
Apart from You,['Drama'],61.0,6.6,5.0,1933
Every-Night Dreams,['Drama'],64.0,7.4,5.0,1933
Living with Wolves,['Documentary'],100.0,7.1,6.0,2005
Meat Love,"['Comedy', 'Drama', 'Fantasy']",1.0,7.3,10.0,1989
Lazybones,"['Action', 'War', 'Romance', 'Drama', 'Comedy']",80.0,5.0,1.0,1925
Film ist. 7-12,['Documentary'],90.0,0.0,0.0,2002
"Rita, Sue and Bob Too","['Drama', 'Comedy']",90.0,5.9,18.0,1987
For Heaven's Sake,"['Romance', 'Comedy', 'Action']",58.0,5.8,5.0,1926
Three Brothers,['Drama'],113.0,6.2,8.0,1981
Die Frau des Frisörs,['Drama'],0.0,8.0,1.0,2008
Human Failure,['Documentary'],91.0,0.0,0.0,0
The Letter,['Drama'],65.0,5.0,1.0,1929
Monsturd,"['Horror', 'Science Fiction']",80.0,4.3,3.0,2003
Takers,"['Action', 'Crime', 'Drama', 'Thriller']",107.0,6.1,399.0,2010
Three,"['Romance', 'Drama', 'Comedy']",119.0,6.3,31.0,2010
Route Irish,['Drama'],109.0,6.5,21.0,2011
"Quo vadis, baby?",[],105.0,6.3,10.0,2005
The Man of My Life,"['Drama', 'Comedy', 'Romance']",114.0,6.6,9.0,2006
The Squall,['Drama'],102.0,0.0,0.0,1929
Sergeant Körmy and the Marshall's Stick,[],111.0,3.3,4.0,1990
Vääpeli Körmy ja kahtesti laukeava,['Comedy'],103.0,4.5,2.0,1997
Who Are the DeBolts? And Where Did They Get Nineteen Kids?,['Documentary'],72.0,0.0,0.0,1977
Street Without End,['Drama'],87.0,7.3,3.0,1934
Marie-Jo and Her 2 Lovers,['Drama'],124.0,5.7,3.0,2002
My Life as McDull,"['Animation', 'Drama', 'Comedy']",75.0,5.9,7.0,2001
Broken Windows,['Drama'],0.0,4.2,3.0,2008
"Cougars, Inc.","['Comedy', 'Drama']",81.0,5.3,20.0,2011
Strapped,['Drama'],95.0,6.1,17.0,2010
Zookeeper,"['Comedy', 'Romance', 'Family']",102.0,5.3,509.0,2011
Horrible Bosses,"['Comedy', 'Crime']",98.0,6.4,2341.0,2011
Hunter Prey,"['Science Fiction', 'Thriller']",90.0,5.4,42.0,2009
See This Movie,"['Comedy', 'Drama']",82.0,0.0,0.0,2004
Cars 2,"['Animation', 'Family', 'Adventure', 'Comedy']",106.0,5.8,2088.0,2011
King and Country,"['War', 'Drama']",85.0,6.7,16.0,1964
Guns at Batasi,"['Action', 'Drama', 'War']",103.0,7.2,9.0,1964
De Dana Dan,"['Action', 'Comedy', 'Foreign']",166.0,4.7,17.0,2009
Savage Messiah,['Drama'],103.0,6.4,11.0,1972
The Carey Treatment,"['Crime', 'Mystery', 'Thriller']",101.0,7.7,3.0,1972
Megan is Missing,"['Drama', 'Horror', 'Mystery', 'Thriller']",85.0,5.4,63.0,2011
In Her Skin,"['Drama', 'Thriller']",107.0,6.3,35.0,2009
Possessed,"['Drama', 'Romance']",76.0,5.6,7.0,1931
Mondo Trasho,['Comedy'],95.0,5.6,11.0,1969
Swamp Water,"['Crime', 'Drama', 'Mystery', 'Thriller']",88.0,5.4,11.0,1941
The Mysterious Lady,"['Adventure', 'Drama']",89.0,7.5,6.0,1928
The Ward,"['Horror', 'Thriller']",88.0,5.8,334.0,2010
Room for One More,"['Comedy', 'Family']",98.0,4.8,8.0,1952
Tapped,['Documentary'],76.0,6.0,8.0,2009
Page One: Inside the New York Times,['Documentary'],88.0,7.1,20.0,2011
Bright Victory,"['Drama', 'War']",97.0,7.0,2.0,1951
The Promise,"['Drama', 'Romance']",97.0,6.0,1.0,1979
On the Riviera,"['Comedy', 'Music', 'Romance']",89.0,7.2,3.0,1951
In Old Arizona,"['Action', 'Western']",95.0,4.2,5.0,1928
Between the Folds,"['Documentary', 'Family']",56.0,7.3,9.0,2008
Dreamkiller,"['Mystery', 'Thriller']",110.0,5.0,1.0,0
Breaking Upwards,"['Comedy', 'Romance']",88.0,5.7,13.0,2009
The Doorway to Hell,['Crime'],78.0,4.7,5.0,1930
Anton Chekhov's The Duel,['Drama'],95.0,7.4,5.0,2010
The Betrayed,"['Crime', 'Drama', 'Mystery', 'Thriller']",98.0,5.3,11.0,2008
Burn Notice: The Fall of Sam Axe,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",120.0,6.8,40.0,2011
Murder in Coweta County,"['TV Movie', 'Drama']",100.0,4.5,3.0,1983
Door-to-Door Maniac,"['Crime', 'Thriller']",80.0,6.3,3.0,1961
Red Like the Sky,[],0.0,7.3,10.0,2006
Like You Know It All,['Drama'],126.0,6.0,6.0,2009
"If I Want to Whistle, I Whistle",['Drama'],94.0,6.4,16.0,2010
Mammuth,['Comedy'],92.0,5.9,35.0,2010
Gilles' Wife,['Drama'],103.0,5.0,1.0,2004
The Waiting Room,['Drama'],92.0,6.8,3.0,2004
I Am Curious (Blue),"['Drama', 'Foreign']",107.0,5.5,12.0,1968
Suspicious River,['Drama'],92.0,6.0,2.0,2000
A Perfect Day,"['Romance', 'Drama']",105.0,6.6,19.0,2008
Laws of Gravity,"['Action', 'Drama']",100.0,6.8,4.0,1992
Elvis,"['Drama', 'Music', 'TV Movie']",150.0,6.4,15.0,1979
Time Stood Still,"['Documentary', 'Drama']",83.0,5.5,2.0,1960
200 MPH,"['Action', 'Thriller']",90.0,3.7,13.0,2011
Hot Coffee,['Documentary'],85.0,7.5,19.0,2011
To Sleep with Anger,['Drama'],101.0,5.6,7.0,1990
Green Fish,"['Drama', 'Action', 'Thriller', 'Crime', 'Foreign']",111.0,6.8,17.0,1997
Tiresia,['Drama'],115.0,5.6,5.0,2003
Acadia Acadia?!?,['Documentary'],118.0,0.0,0.0,1971
Killing Auntie,"['Comedy', 'Crime', 'Thriller', 'Drama', 'Horror']",105.0,0.0,0.0,1985
Cornered,"['Drama', 'Thriller']",102.0,4.1,12.0,1945
Love,"['Drama', 'Foreign']",88.0,6.4,7.0,1971
Nouvelle Vague,['Drama'],89.0,5.9,7.0,1990
Virgin Stripped Bare by Her Bachelors,"['Romance', 'Drama']",126.0,7.1,7.0,2000
Four Adventures of Reinette and Mirabelle,"['Comedy', 'Drama', 'Romance']",95.0,6.0,7.0,1987
Hangtime,['Drama'],0.0,6.0,1.0,2009
The Missing Star,[],103.0,6.6,8.0,2006
Bikini Summer,['Comedy'],87.0,4.5,2.0,1991
Transistor Love Story,"['Music', 'Comedy', 'Drama', 'Romance']",90.0,6.7,7.0,2001
Mushi-Shi: The Movie,"['Drama', 'Science Fiction', 'Foreign']",131.0,6.0,9.0,2006
Double Dhamaal,"['Comedy', 'Foreign']",0.0,4.4,7.0,2011
"Happiness Is a Warm Blanket, Charlie Brown","['Animation', 'Comedy', 'Family']",44.0,6.5,16.0,2011
Delhi Belly,"['Action', 'Comedy', 'Foreign']",102.0,7.0,39.0,2011
Ballerina,[],0.0,0.0,0.0,1937
Heir To An Execution,['Documentary'],99.0,0.0,0.0,2004
And Then Came Lola,"['Comedy', 'Drama']",71.0,6.0,14.0,2009
Snowblind,['Western'],92.0,4.6,5.0,2010
Welcome to Farewell-Gutmann,[],104.0,0.0,0.0,2008
Clint Eastwood: Out of the Shadows,['Documentary'],87.0,8.5,2.0,2000
Education for Death,['Animation'],10.0,7.1,20.0,1943
Upside Down: The Creation Records Story,"['Documentary', 'Music', 'Foreign']",101.0,7.2,3.0,2010
Streets of Laredo,"['Drama', 'Western']",300.0,3.0,2.0,1995
Mahler,"['Drama', 'Music']",115.0,5.7,11.0,1974
Monte Carlo,"['Adventure', 'Comedy', 'Romance']",109.0,6.0,611.0,2011
Monogamy,"['Drama', 'Romance']",94.0,3.5,2.0,2010
Read It and Weep,"['Comedy', 'Drama', 'Family', 'TV Movie']",90.0,5.3,44.0,2006
Truth In 24,['Documentary'],95.0,6.6,8.0,2008
The Perfect Host,"['Comedy', 'Thriller', 'Crime']",93.0,6.2,136.0,2010
Harry Potter and the Deathly Hallows: Part 2,"['Family', 'Fantasy', 'Adventure']",130.0,7.9,6141.0,2011
Conan O'Brien Can't Stop,['Documentary'],89.0,6.2,39.0,2011
Drive,"['Drama', 'Action', 'Thriller', 'Crime']",100.0,7.4,3832.0,2011
Love Crime,"['Thriller', 'Crime', 'Mystery']",104.0,6.4,29.0,2010
Brink of Life,['Drama'],84.0,6.6,20.0,1958
A Kind of Loving,"['Drama', 'Romance']",113.0,7.9,12.0,1962
Snow Flower and the Secret Fan,"['Drama', 'History']",104.0,5.3,22.0,2011
Captain America: The First Avenger,"['Action', 'Adventure', 'Science Fiction']",124.0,6.6,7174.0,2011
Far from Home,['Thriller'],86.0,4.4,7.0,1989
Girls in Prison,"['TV Movie', 'Comedy', 'Drama', 'Thriller']",83.0,4.4,5.0,1994
"Crazy, Stupid, Love.","['Comedy', 'Drama', 'Romance']",118.0,7.0,2522.0,2011
"Eversmile, New Jersey","['Romance', 'Comedy', 'Drama']",91.0,5.5,2.0,1989
The Last Run,"['Action', 'Drama', 'Crime']",95.0,7.6,4.0,1971
Trio,['Drama'],91.0,7.5,2.0,1950
Flight Command,"['Drama', 'War']",116.0,6.0,1.0,1940
Cheers For Miss Bishop,"['Comedy', 'Drama']",95.0,6.5,2.0,1941
The Buccaneer,"['Adventure', 'Drama', 'Action', 'History', 'Romance']",126.0,8.0,2.0,1938
One Day,"['Drama', 'Romance']",107.0,7.0,1006.0,2011
35 and Ticking,"['Romance', 'Comedy']",104.0,5.3,10.0,2011
The Poker House,['Drama'],93.0,6.1,47.0,2008
Forget Me Not,"['Drama', 'Horror', 'Romance']",103.0,5.0,66.0,2009
Car Bpnus,['Documentary'],60.0,0.0,0.0,2001
Feast of All Saints,"['Romance', 'Drama']",213.0,4.4,4.0,2001
Bombardier,"['Drama', 'War']",99.0,5.3,3.0,1943
Joan of Paris,"['Drama', 'Romance', 'War']",91.0,5.8,2.0,1942
Hurmaava joukkoitsemurha,[],0.0,5.0,3.0,2000
Vice Squad,['Crime'],87.0,6.3,4.0,1953
The Guard,"['Action', 'Comedy', 'Thriller', 'Crime']",96.0,6.8,378.0,2011
Griff the Invisible,"['Romance', 'Comedy', 'Drama']",93.0,6.1,35.0,2011
Quarantine 2: Terminal,"['Horror', 'Mystery', 'Science Fiction']",86.0,4.8,121.0,2011
Earth Days,['Documentary'],90.0,0.0,0.0,2009
Children,"['Horror', 'Science Fiction', 'Foreign']",0.0,5.5,4.0,2006
Winnie the Pooh,"['Animation', 'Family']",63.0,6.8,263.0,2011
Peep World,['Comedy'],79.0,5.2,18.0,2010
The Woman,"['Drama', 'Horror']",102.0,5.9,145.0,2011
The Unholy Rollers,"['Action', 'Comedy', 'Drama']",88.0,5.6,6.0,1972
Dry Summer,['Drama'],90.0,7.5,4.0,1963
Phantom,"['Drama', 'Fantasy']",125.0,7.3,6.0,1922
Frontier of the Dawn,"['Drama', 'Romance', 'Foreign']",106.0,5.9,10.0,2008
Sombre,"['Drama', 'Horror']",112.0,8.0,9.0,1998
"Think Fast, Mr. Moto","['Crime', 'Mystery', 'Thriller', 'Drama']",67.0,6.2,8.0,1937
No Impact Man,['Documentary'],93.0,6.1,11.0,2009
Beverly Hills Chihuahua 2,['Family'],93.0,5.4,60.0,2011
Wedding in Blood,"['Thriller', 'Drama', 'Crime']",95.0,6.0,11.0,1973
The Goalie's Anxiety at the Penalty Kick,"['Crime', 'Drama']",101.0,3.5,5.0,1972
A Year Ago in Winter,['Drama'],129.0,6.3,8.0,2008
"Electra, My Love","['Drama', 'Fantasy']",70.0,7.5,2.0,1974
Indian Summer,['Drama'],132.0,8.0,12.0,1972
A Married Couple,['Documentary'],97.0,5.0,1.0,1969
Betty,['Drama'],103.0,7.0,3.0,1992
The New One-Armed Swordsman,"['Action', 'Drama', 'History', 'War']",102.0,6.3,13.0,1971
Madeleine,"['Crime', 'Drama']",114.0,6.8,3.0,1950
Exodus,"['Comedy', 'Foreign']",94.0,5.3,4.0,2007
Nachbarinnen,['Drama'],,6.0,1.0,2004
Four Times,['Drama'],88.0,7.6,27.0,2010
Park Row,['Drama'],83.0,7.0,4.0,1952
The Sleeping Beauty,"['Fantasy', 'Drama', 'Foreign']",82.0,3.0,5.0,2010
Mike's New Car,"['Animation', 'Family']",4.0,6.9,141.0,2002
Without Warning,"['Action', 'Drama', 'Science Fiction', 'TV Movie']",100.0,6.7,6.0,1994
Almighty Thor,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",88.0,2.3,15.0,2011
A Cottage on Dartmoor,['Drama'],88.0,8.2,5.0,1929
The Smurfs,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",103.0,5.5,1201.0,2011
Reparando,[],0.0,7.0,2.0,2010
The Contestant,"['Drama', 'Comedy', 'Thriller', 'Foreign']",84.0,4.6,7.0,2007
The Arrangement,"['Drama', 'Romance']",125.0,4.3,11.0,1969
Comanche Moon,"['Drama', 'Western']",360.0,4.9,5.0,2008
Dead Man's Walk,"['Western', 'Drama']",272.0,6.3,3.0,1996
Dylan Dog: Dead of Night,"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",107.0,4.5,142.0,2011
Angel of Mine,['Drama'],95.0,6.7,6.0,2008
The Undefeated,['Documentary'],117.0,1.9,5.0,2011
Chromophobia,['Drama'],136.0,5.7,12.0,2005
Friends with Benefits,"['Romance', 'Comedy']",109.0,6.5,2306.0,2011
The Dust of Time,['Drama'],125.0,6.5,4.0,2008
The Winner,"['Drama', 'Romance', 'Foreign']",78.0,0.0,0.0,1979
Exposed,"['Drama', 'Music']",100.0,4.0,3.0,1983
Forbidden,['Drama'],85.0,6.1,5.0,1932
3 Backyards,['Drama'],88.0,4.8,4.0,2010
Small Town Murder Songs,"['Thriller', 'Crime']",75.0,5.0,17.0,2010
Count Three and Pray,"['Western', 'Drama']",102.0,3.5,5.0,1955
"Rally 'Round the Flag, Boys!","['Comedy', 'Romance']",106.0,6.0,1.0,1958
Paper Birds,"['Drama', 'Foreign']",110.0,6.1,12.0,2010
Last Stop 174,"['Drama', 'Crime']",108.0,7.3,38.0,2008
Waking Madison,"['Drama', 'Thriller', 'Mystery']",89.0,5.4,13.0,2011
The Possession of David O'Reilly,"['Horror', 'Thriller']",87.0,4.4,9.0,2010
Broken Sky,"['Drama', 'Romance', 'Foreign']",140.0,5.0,13.0,2006
Alpha and Omega,"['Family', 'Animation']",88.0,5.3,125.0,2010
The Caretakers,['Drama'],97.0,0.0,0.0,1963
Tender Is the Night,['Drama'],146.0,0.0,0.0,1962
Bikini Summer II,['Comedy'],85.0,0.0,0.0,1992
The Boy in Blue,['Drama'],100.0,4.3,6.0,1986
Deadfall,"['Crime', 'Drama', 'Thriller']",98.0,3.1,14.0,1993
"Summer Wishes, Winter Dreams",['Drama'],93.0,0.0,0.0,1973
Lady Be Good,"['Comedy', 'Music', 'Romance']",112.0,6.0,1.0,1941
Eternally Yours,"['Drama', 'Comedy', 'Romance']",95.0,4.5,2.0,1939
Legend of the Fist: The Return of Chen Zhen,"['Drama', 'Action', 'History', 'Thriller']",105.0,6.0,73.0,2010
Big City Blues,"['Comedy', 'Drama']",63.0,7.0,1.0,1932
Lawyer Man,"['Drama', 'Romance']",72.0,6.0,1.0,1933
Blitz,"['Crime', 'Action', 'Thriller']",97.0,6.0,496.0,2011
Pennies from Heaven,"['Comedy', 'Drama', 'Music']",81.0,0.0,0.0,1936
The Living and the Dead,"['Thriller', 'Drama', 'Horror', 'Mystery']",83.0,7.0,14.0,2006
She Cried No,[],98.0,3.8,6.0,1996
Industrial Symphony No. 1: The Dream of the Brokenhearted,['Music'],50.0,6.7,15.0,1990
Our Beloved Month of August,"['Music', 'Romance']",147.0,7.0,8.0,2008
The Autobiography of Nicolae Ceausescu,['Documentary'],180.0,6.9,7.0,2010
Mysteries of Lisbon,"['Mystery', 'Drama']",272.0,6.9,24.0,2010
Oki's Movie,"['Comedy', 'Drama']",80.0,6.6,18.0,2010
Welfare,['Documentary'],167.0,6.0,4.0,1975
FRED: The Movie,"['Comedy', 'Family']",89.0,3.5,34.0,2010
Four Bags Full,"['Drama', 'Comedy']",80.0,7.1,35.0,1956
Emitaï,['Drama'],103.0,8.0,2.0,1971
Me Too,['Drama'],103.0,6.1,7.0,2009
Assassination,['Drama'],104.0,6.8,6.0,1964
Messiah of Evil,"['Mystery', 'Horror']",90.0,6.7,31.0,1973
Souls for Sale,"['Comedy', 'Drama', 'Romance']",90.0,7.5,2.0,1923
The Yellow Sea,"['Drama', 'Thriller', 'Crime']",157.0,7.3,110.0,2010
The Temptress,"['Romance', 'Drama']",117.0,6.5,4.0,1926
La nostra vita,['Drama'],98.0,6.0,42.0,2010
Come Undone,"['Comedy', 'Drama', 'Romance']",121.0,5.6,28.0,2010
Illusion Travels by Streetcar,"['Adventure', 'Comedy', 'Drama']",90.0,5.7,7.0,1954
Change of Address,"['Comedy', 'Romance']",85.0,6.3,14.0,2006
"Help Me, Eros","['Drama', 'Foreign']",103.0,5.1,7.0,2007
The Eye Above the Well,['Documentary'],94.0,7.0,2.0,1988
Adopted,"['Comedy', 'Documentary']",80.0,4.6,4.0,2009
The Joyless Street,['Drama'],150.0,7.4,7.0,1925
Rapt,"['Drama', 'Thriller']",125.0,6.1,14.0,2009
Bear's Kiss,"['Drama', 'Fantasy', 'Romance']",101.0,3.8,5.0,2002
Cairo Station,"['Drama', 'Crime']",77.0,7.3,14.0,1958
Sweet Rush,['Drama'],85.0,8.0,3.0,2009
The Blind Sunflowers,"['Drama', 'Thriller']",98.0,7.3,12.0,2008
The Queen of Spades,"['Drama', 'Horror']",95.0,5.3,11.0,1949
Change of Plans,"['Comedy', 'Romance']",100.0,4.9,48.0,2009
Our Idiot Brother,"['Comedy', 'Drama']",90.0,5.9,369.0,2011
Edison Kinetoscopic Record of a Sneeze,['Documentary'],1.0,4.7,12.0,1894
Divine Horsemen: The Living Gods of Haiti,"['Documentary', 'Horror']",52.0,4.8,2.0,1985
Almanya: Welcome to Germany,"['Drama', 'Comedy']",101.0,6.5,53.0,2011
Sweet Mud,['Drama'],97.0,8.0,2.0,2006
A Letter to Elia,['Documentary'],60.0,7.8,4.0,2010
Drive-In Horrorshow,['Horror'],107.0,5.0,3.0,2009
Twixt,"['Horror', 'Thriller']",84.0,5.0,86.0,2011
Princess Kaiulani,['Drama'],130.0,4.8,14.0,2010
Anima Mundi,['Documentary'],28.0,6.7,11.0,1992
SUBWAYStories: Tales from the Underground,"['TV Movie', 'Comedy', 'Drama']",80.0,8.5,2.0,1997
Death Race 2,"['Action', 'Thriller', 'Science Fiction']",96.0,5.5,323.0,2010
The Debt,"['Drama', 'Thriller']",92.0,5.5,5.0,2007
Air Guitar Nation,['Documentary'],81.0,6.4,7.0,2006
Cyberbully,['Drama'],90.0,6.4,202.0,2011
Beats Rhymes & Life: The Travels of A Tribe Called Quest,"['Music', 'Documentary']",97.0,7.3,15.0,2011
Wandering Streams,"['Comedy', 'Drama']",94.0,6.1,7.0,2010
West Is West,['Comedy'],103.0,6.3,15.0,2010
Above Suspicion,"['Drama', 'Thriller']",90.0,6.0,11.0,1943
Desperate Search,"['Drama', 'Adventure']",73.0,5.3,4.0,1952
Rise of the Planet of the Apes,"['Thriller', 'Action', 'Drama', 'Science Fiction']",105.0,7.0,4452.0,2011
Terri,"['Comedy', 'Drama']",105.0,6.6,44.0,2011
The Magnificent Yankee,['Drama'],80.0,5.0,1.0,1950
Happy New Year,"['Comedy', 'Crime', 'Romance']",85.0,2.8,3.0,1987
Hide-Out,"['Comedy', 'Crime', 'Drama', 'Romance']",81.0,7.8,2.0,1934
Shanks,"['Fantasy', 'Horror']",93.0,5.7,5.0,1974
Christmas Carol: The Movie,"['Animation', 'Family']",77.0,4.8,18.0,2001
Coffin Rock,['Thriller'],92.0,6.0,11.0,2009
Strapped,"['Drama', 'Action']",104.0,3.0,2.0,1993
Ponterosa,['Comedy'],105.0,5.4,4.0,2001
Tevye,['Drama'],93.0,5.0,1.0,1939
The Change-Up,['Comedy'],112.0,5.9,753.0,2011
Sins of My Father,"['Documentary', 'Foreign']",94.0,7.1,14.0,2009
Cut-Throats Nine,"['Crime', 'Thriller', 'Western']",83.0,6.8,5.0,1972
The Yearling,[],90.0,5.3,3.0,1994
The Help,['Drama'],146.0,7.9,1966.0,2011
30 Minutes or Less,"['Action', 'Adventure', 'Comedy']",83.0,5.6,537.0,2011
Fools in the Mountains,['Comedy'],90.0,5.8,4.0,1957
My Son John,['Drama'],122.0,4.5,3.0,1952
Bulldog Drummond,"['Action', 'Thriller']",90.0,6.3,3.0,1929
The Merry Widow,"['Drama', 'Music']",105.0,5.0,1.0,1952
High Time,['Comedy'],103.0,5.8,2.0,1960
There Goes My Heart,"['Comedy', 'Romance']",83.0,7.0,1.0,1938
Glee: The Concert Movie,"['Documentary', 'Music', 'Family']",84.0,6.9,81.0,2011
The Trotsky,['Comedy'],120.0,6.5,32.0,2009
Anthony Zimmer,"['Drama', 'Thriller', 'Crime', 'Romance']",90.0,6.5,51.0,2005
The Richest Girl in the World,"['Comedy', 'Romance']",71.0,3.8,4.0,1934
Just Imagine,"['Comedy', 'Fantasy', 'Music', 'Science Fiction']",113.0,3.0,3.0,1930
An Invisible Sign,"['Family', 'Drama', 'Romance', 'Comedy']",96.0,5.3,39.0,2010
Gantz,"['Horror', 'Action', 'Science Fiction']",130.0,6.5,73.0,2011
Blues Harp,[],107.0,6.7,3.0,1998
From Beijing with Love,"['Action', 'Comedy']",94.0,7.3,24.0,1994
The Lady Is Willing,['Romance'],92.0,4.5,3.0,1942
Vision – From the Life of Hildegard von Bingen,['Drama'],110.0,6.3,4.0,2009
El Bulli: Cooking in Progress,"['Documentary', 'Foreign']",108.0,5.0,3.0,2011
My Afternoons with Margueritte,"['Drama', 'Comedy']",82.0,7.2,59.0,2010
Soloalbum,"['Comedy', 'Romance', 'Music']",87.0,5.8,18.0,2003
Final Destination 5,"['Horror', 'Mystery']",92.0,5.9,892.0,2011
"Lovely, Still","['Drama', 'Romance']",92.0,6.2,13.0,2008
The Conspirator,"['Crime', 'Drama', 'History']",122.0,6.2,138.0,2010
A Very Harold & Kumar Christmas,['Comedy'],108.0,6.0,335.0,2011
The Young One,['Drama'],95.0,6.2,10.0,1960
Michael the Brave,"['War', 'Drama', 'History']",107.0,8.2,9.0,1970
Missile to the Moon,['Science Fiction'],78.0,3.7,3.0,1958
Mr. Moto Takes a Chance,"['Drama', 'Thriller', 'Crime', 'Mystery']",63.0,5.2,3.0,1938
Mysterious Mr. Moto,"['Mystery', 'Thriller', 'Crime', 'Drama']",62.0,5.1,4.0,1938
Where Now Are the Dreams of Youth?,['Drama'],86.0,6.0,1.0,1932
Loose Cannons,"['Comedy', 'Drama', 'Romance']",110.0,7.1,122.0,2010
The Little Girl Who Conquered Time,"['Science Fiction', 'Romance']",104.0,6.3,4.0,1983
Kaïrat,['Drama'],72.0,6.8,4.0,1992
Queen to Play,"['Comedy', 'Drama']",97.0,6.5,16.0,2009
Laila,['Drama'],165.0,7.2,3.0,1929
Suzanne's Diary for Nicholas,"['Drama', 'Romance']",90.0,4.6,8.0,2005
Carancho,"['Thriller', 'Drama', 'Romance']",107.0,6.5,36.0,2010
Spy Kids: All the Time in the World,"['Family', 'Comedy', 'Action']",89.0,4.4,228.0,2011
Recollections of the Yellow House,['Comedy'],122.0,8.5,4.0,1989
Super 8 Stories,"['Music', 'Documentary']",0.0,4.4,4.0,2001
Passing Fancy,"['Comedy', 'Drama']",100.0,6.7,3.0,1933
What Did the Lady Forget?,"['Drama', 'Comedy']",71.0,6.8,4.0,1937
Miranda,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Science Fiction']",80.0,6.8,6.0,1948
Elvira Madigan,"['Drama', 'Romance', 'History']",91.0,5.8,10.0,1967
Forest,['Drama'],90.0,6.8,4.0,2003
Evil - In the Time of Heroes,"['Foreign', 'Horror']",88.0,5.4,6.0,2009
Don't Be Afraid of the Dark,"['Fantasy', 'Horror', 'Thriller']",99.0,5.4,347.0,2010
Fright Night,"['Horror', 'Comedy']",106.0,6.0,617.0,2011
Another Earth,"['Drama', 'Science Fiction']",92.0,6.8,535.0,2011
Pastoral: To Die in the Country,"['Fantasy', 'Drama']",104.0,7.8,13.0,1974
The Classic,"['Comedy', 'Drama']",80.0,6.0,2.0,2001
Rocky VI,['Comedy'],9.0,5.7,22.0,1986
Hesher,['Drama'],106.0,6.7,218.0,2010
The Cool School,['Documentary'],86.0,5.0,3.0,2008
Bolivia,"['Drama', 'Foreign']",75.0,7.5,6.0,2001
Company: Original Cast Album,"['Documentary', 'Music']",58.0,5.0,1.0,1970
Cold Prey,"['Drama', 'Horror', 'Mystery', 'Thriller']",97.0,6.3,91.0,2006
American Boy: A Profile of: Steven Prince,['Documentary'],55.0,7.0,4.0,1978
Stake Land,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",98.0,6.2,290.0,2010
The Greatest Movie Ever Sold,"['Comedy', 'Documentary']",87.0,6.3,89.0,2011
The Great White Silence,['Documentary'],108.0,7.0,10.0,1924
The Debt,"['Drama', 'Thriller']",113.0,6.2,261.0,2010
Colombiana,"['Action', 'Thriller', 'Crime', 'Drama']",108.0,6.5,848.0,2011
Bill Cunningham New York,['Documentary'],84.0,7.9,31.0,2010
The Hireling,"['Drama', 'Romance']",108.0,4.5,6.0,1973
Street Scenes,['Documentary'],75.0,0.0,0.0,1970
Freakonomics,['Documentary'],93.0,6.7,36.0,2010
Puzzlehead,"['Science Fiction', 'Thriller']",81.0,5.1,8.0,2005
The Possession of Joel Delaney,['Horror'],105.0,5.9,8.0,1972
The Kid from Brooklyn,"['Comedy', 'Music']",113.0,6.5,4.0,1946
The Last Frontier,"['Action', 'Western']",98.0,5.6,8.0,1955
Tight Spot,"['Drama', 'Thriller', 'Crime']",97.0,6.7,9.0,1955
The Skin I Live In,"['Drama', 'Horror', 'Mystery', 'Thriller']",117.0,7.4,797.0,2011
The Messengers 2: The Scarecrow,['Horror'],94.0,5.1,47.0,2009
Boys,['Drama'],83.0,7.6,5.0,1977
"The Birds, the Bees and the Italians",['Comedy'],115.0,5.6,10.0,1965
Backlight,"['Drama', 'Romance', 'Science Fiction']",90.0,6.8,12.0,2010
The Lodger,"['Horror', 'Mystery', 'Thriller']",96.0,5.5,42.0,2009
Shadows & Lies,"['Drama', 'Action', 'Romance']",100.0,4.8,7.0,2010
"Crosby, Stills & Nash: Long Time Comin'",[],60.0,0.0,0.0,1990
Phil Ochs: There But for Fortune,['Documentary'],96.0,0.0,0.0,2011
Good Neighbours,"['Thriller', 'Drama']",99.0,6.0,32.0,2011
The Winning Season,"['Comedy', 'Drama']",119.0,6.4,45.0,2009
Conan the Barbarian,"['Adventure', 'Fantasy', 'Action']",113.0,5.2,612.0,2011
